@relation 'resume_p2final-weka.filters.unsupervised.attribute.NumericToNominal-R1,3,5,6,7,9,10-weka.filters.unsupervised.attribute.Remove-R1,3,5,6,7,9,10-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.Remove-R4'

@attribute salary_last numeric
@attribute workmonth numeric
@attribute salary_exp numeric

@data
4001,32,10001
6001,8,8001
4001,72,6001
6001,104,10001
7000,69,10000
8001,25,10001
4001,1,8001
4001,72,6001
2001,20,4001
6001,104,10001
2001,31,4001
4001,4,6001
4001,29,6001
10001,68,15000
2001,3,4001
2001,7,4001
6001,13,8001
6001,24,10001
4001,10,8001
6001,13,8001
8001,26,10001
6001,16,10001
4001,7,6000
8001,21,10001
2001,20,4001
4001,48,6001
8001,97,10001
4001,36,6001
4001,26,6001
4001,12,6001
2001,6,4001
6001,28,10001
2001,2,4001
4001,9,6001
4001,62,6001
6001,13,10001
4001,9,6001
6001,36,8001
8001,74,15000
4001,45,6001
2001,23,4001
6001,60,8001
6001,34,10001
4001,31,6001
2001,36,4001
4001,19,6001
2001,13,4001
2001,6,4001
8001,31,10001
2001,5,4001
4001,12,8001
2001,15,4001
4001,14,6001
4001,8,6001
2001,128,4001
4001,12,6001
4001,11,6001
4001,6,6001
6001,3,8001
8001,27,10001
2001,44,4001
10001,97,15000
4001,7,6001
6001,10,8001
6001,131,8001
6001,34,8000
8001,16,10000
7000,15,8000
4001,3,6001
4001,44,6001
4001,25,6001
2001,37,4001
2001,10,4001
4001,44,8001
4001,16,6001
2001,15,4001
2001,2,4001
2001,1,4001
4001,48,6001
2001,41,4001
2001,5,4001
4001,39,6001
2001,132,8001
4001,18,8001
4001,14,6001
8001,22,10001
10001,59,15000
2001,45,4001
2001,8,4001
2001,36,4001
8001,8,10001
2001,4,4001
2001,36,4001
2001,21,4001
2001,7,4001
4001,67,6001
4001,60,6001
8001,161,10001
4001,13,6000
4001,11,6001
10001,50,15000
10001,50,15000
4001,13,6001
4001,64,6001
4001,25,6001
2001,11,4001
10001,69,15000
2001,23,4001
4001,41,6001
2001,2,4001
4001,74,8001
4001,14,6001
4001,47,6001
2001,10,4001
6001,73,8001
6001,25,10001
4001,26,6001
4001,11,6001
10001,80,15000
6001,45,8001
6001,62,8001
4001,8,8001
10001,84,15000
10001,53,15000
2001,14,4001
8001,87,10001
6001,18,8001
8001,39,10001
10001,62,15000
6001,29,10001
6001,97,8001
8001,26,10001
8001,15,10001
8001,51,10001
10001,44,15000
8001,24,10001
10001,41,15000
8001,46,15000
10001,48,15000
8001,75,10001
8001,39,10001
6001,10,8001
8001,70,10001
8001,18,10001
4001,28,10001
2001,20,4001
6001,43,10001
2001,3,4001
4001,68,6001
6001,15,8001
6001,158,8001
6001,15,8001
4001,24,10001
6001,4,8000
8001,17,10001
2001,2,4001
2001,18,6001
2001,27,4001
4001,7,6001
8001,42,10001
2001,4,4001
2001,18,4001
10001,50,15000
8001,23,10001
4001,26,6001
2001,6,4001
10001,275,15000
10001,78,15000
2001,18,4001
6001,24,8001
6001,27,10001
4001,39,6001
2001,12,4001
4001,24,6001
4001,23,8001
6001,24,8001
10001,76,15000
4001,12,6001
2001,7,4001
4001,12,8001
4001,23,10001
10001,74,15000
6001,52,8001
4001,28,6001
2001,39,4001
6001,34,10001
4001,29,6001
6001,384,10001
8001,46,10001
8001,171,10001
6001,29,8001
2001,2,4500
10001,75,15000
8001,43,10001
6001,10,8001
6001,33,8001
10001,29,15000
8001,84,10001
4001,27,10000
4001,12,6001
2001,11,4500
2001,38,4001
6001,78,10001
2001,6,4001
8001,125,10001
8001,111,10001
4001,44,6001
4001,77,8001
6001,16,8001
8001,39,10000
6001,40,8001
2001,1,4001
2001,15,6001
4001,74,6001
4001,58,6001
4001,71,6001
2001,11,4001
2001,6,4001
6001,179,10001
2001,15,4001
4001,129,8001
4001,3,6001
2001,10,4001
2001,8,4001
2001,4,4001
6001,24,8001
10001,42,15000
4001,25,10001
2001,16,4001
6001,26,8001
6001,26,8001
4001,23,6001
6001,146,8001
4001,71,6001
10001,28,15000
6001,80,8001
2001,10,4001
8001,28,10001
10001,41,15000
6001,75,8001
4001,89,6001
8001,26,10001
10001,104,15000
2001,1,4500
8001,131,10001
2001,6,6001
4001,40,6001
10001,83,15000
10001,27,15000
8001,13,10001
2001,13,10001
6001,11,8001
2001,5,4001
2001,1,4001
2001,4,4001
6001,62,8001
2001,35,4001
4001,2,8001
2001,5,4001
10001,70,15000
2001,20,4001
8001,86,10001
4001,6,6001
4001,13,8001
2001,4,4001
4001,4,6001
6001,65,8001
4001,38,6001
2001,6,4001
4001,77,6001
2001,9,4001
10001,71,15000
4001,12,6001
2001,11,4001
10001,77,15000
6001,82,8000
2001,19,8001
2001,10,4001
2001,3,4001
2001,8,4001
6001,34,8001
2001,24,4001
4001,14,6001
2001,2,4001
4001,14,6001
6001,17,8001
2001,6,4001
2001,6,4001
2001,16,4001
6001,38,8001
2001,7,8001
2001,8,6001
2001,3,4001
4001,34,8001
2001,8,4001
8001,43,10001
6001,21,8001
4001,31,6001
2001,13,4001
4001,7,6001
2001,4,4001
2001,22,4001
4001,60,6001
4001,22,6001
2001,24,4001
2001,27,4001
2001,3,4001
8001,28,10001
2001,5,4001
2001,93,4001
6001,193,8001
4001,67,6001
2001,98,4001
2001,2,4001
2001,19,4001
2001,6,4001
2001,21,4001
6001,44,8001
2001,3,4001
10001,51,15000
4001,22,6001
8001,37,10001
2001,8,6001
2001,12,4001
2001,122,6001
2001,5,8001
2001,11,8001
2001,8,4001
2001,58,4001
2001,41,8001
4001,44,6001
2001,14,4001
2001,21,4001
2001,47,4001
6001,89,8001
2001,75,4001
4001,87,8001
2001,26,6001
6001,101,10001
2001,110,4001
2001,13,4001
4001,41,8001
2001,20,4001
6001,13,8001
2001,3,4001
2001,85,4001
6001,101,8001
2001,15,4001
6001,47,8001
4001,39,6001
2001,12,4001
4001,34,8001
2001,51,4001
2001,16,4001
2001,28,4001
4001,48,6001
4001,58,6001
2001,5,4001
8001,39,10001
2001,5,4001
8001,27,10001
2001,11,4001
4001,38,6001
2001,27,4001
4001,10,6001
2001,3,4001
2001,16,4001
6001,31,10001
4001,87,6001
2001,4,4001
2001,5,4001
4001,75,6001
6001,24,8001
4001,12,6001
4001,15,6001
4001,18,6001
4001,30,10001
6001,19,8001
4001,17,8001
10001,25,15000
8001,61,10001
4001,28,6001
2001,10,4001
6001,10,8001
2001,9,4001
4001,3,6001
2001,9,4001
2001,1,4001
6001,50,10001
6001,29,8001
2001,10,6001
2001,11,4001
2001,16,4001
6001,26,10001
4001,29,6001
4001,13,6001
4001,75,6001
6001,39,8001
6001,27,8001
2001,11,4001
2001,8,4001
4001,5,6001
4001,50,6001
2001,46,4001
8001,94,10001
2001,14,4001
2001,13,4001
2001,40,4001
6001,67,8001
2001,249,4001
2001,12,4001
2001,109,4001
2001,36,6001
2001,33,4001
2001,11,4001
6001,26,8001
6001,12,8001
6001,53,8001
6001,26,10001
4001,34,8001
4001,6,6001
2001,2,4001
2001,8,4001
4001,25,6001
4001,19,6001
2001,27,4001
2001,230,4001
2001,8,4001
2001,5,3000
2001,1,4001
2001,6,4001
2001,1,4001
4001,79,6001
6001,95,10001
2001,20,4001
2001,6,4001
6001,21,10001
2001,21,4001
2001,11,4001
6001,116,8001
2001,4,4500
2001,9,3000
6001,13,8001
4001,116,6001
2001,52,4001
4001,73,6001
2001,47,4001
2001,23,6001
4001,61,6001
4001,3,6001
2001,7,6001
4001,25,4500
10001,50,15000
4001,13,8001
6001,14,8001
4001,35,4500
4001,48,6001
6001,29,8000
10001,22,15000
4001,45,6001
8001,155,10001
4001,81,6001
4001,37,6001
4001,24,4500
4001,59,6001
4001,54,6001
4001,9,6001
4001,65,8001
10001,26,15000
4001,28,8001
4001,32,6001
2001,3,6001
4001,38,10001
4001,42,6001
2001,39,4001
4001,40,6001
2001,5,6001
4001,55,6001
4001,33,6001
6001,28,8001
4001,78,6001
2001,3,4001
4001,20,6001
6001,28,10000
6001,33,10001
2001,1,4001
4001,135,6001
4001,3,6001
2001,6,4001
2001,24,4001
10001,20,15000
4001,61,6000
2001,29,4001
4001,67,6001
8001,186,10001
2001,23,4001
10001,133,15000
10001,119,15000
2001,2,4001
2001,14,4001
4001,107,6001
2001,2,4001
6001,64,10001
4001,100,6001
2001,12,4001
2001,16,4001
2001,37,4001
4001,13,4500
8001,42,10000
2001,9,4001
2001,23,4001
4001,39,6000
2001,12,4001
2001,6,4001
4001,109,6001
2001,31,4001
2001,12,4001
2001,8,4001
4001,11,8001
2001,4,4001
4001,22,8001
10001,51,15000
8001,53,10001
4001,30,6001
10001,57,15000
10001,76,15000
4001,45,15000
6001,130,10001
10001,93,15000
6001,5,8001
10001,44,15000
6001,5,8001
4001,22,10001
2001,25,4001
6001,29,8001
2001,8,4001
4001,17,6001
6001,41,8001
2001,25,4001
4001,55,6001
2001,48,4001
6001,103,8001
8001,139,10001
8001,140,10001
2001,17,4001
4001,34,6001
2001,27,4001
2001,10,4001
4001,24,6001
2001,3,4001
4001,60,6001
2001,3,6001
8001,26,10001
2001,47,4001
4001,53,6001
2001,32,4001
2001,49,4001
4001,51,6001
2001,11,4001
6001,31,8001
2001,1,3000
6001,61,8001
6001,38,10001
6001,50,8001
4001,171,8001
6001,29,8001
4001,97,8001
2001,15,6001
8001,33,15000
4001,59,6001
4001,2,8001
2001,38,6001
6001,19,8001
2001,11,6001
4001,20,6001
6001,60,10001
8001,98,10001
6001,36,8001
10001,125,15000
4001,51,6001
4001,66,6001
2001,7,4001
4001,26,6001
4001,45,6001
2001,21,4001
2001,24,4001
2001,12,4001
4001,33,8001
4001,26,8001
2001,48,4001
2001,21,4001
4001,26,8001
2001,4,4001
4001,18,6001
2001,107,4001
2001,10,4001
4001,27,6001
4001,51,6001
6001,62,8001
4001,220,6001
4001,14,6001
4001,40,6001
4001,37,5000
4001,68,10001
4001,44,6001
2001,25,4001
8001,62,10001
4001,175,6001
2001,17,8001
2001,8,6001
2001,1,4001
4001,10,6001
2001,20,10001
6001,29,8001
2001,9,4001
4001,13,6001
8001,16,10001
2001,15,4001
4001,25,6001
2001,2,4001
2001,74,4001
4001,29,6001
2001,9,4001
6000,48,7000
2001,23,6001
2001,135,4001
4001,16,8001
4001,6,10001
8001,22,10001
4001,12,8001
6001,16,10001
8001,17,10000
4001,65,6001
10001,146,15000
4001,9,6001
2001,4,4001
16500,150,18000
4001,21,6001
6001,25,10001
2001,24,10001
2001,22,4001
4001,49,6001
4001,78,6001
4001,16,8001
2001,4,6001
6001,73,8001
2001,4,4001
6001,96,8001
4001,24,6001
2001,10,4001
2001,2,4001
2001,72,4001
2001,9,4001
2001,81,4001
2001,3,4001
6001,12,8001
4001,24,6001
2001,5,4001
2001,9,6001
2001,17,4001
4001,34,6001
2001,13,6001
2001,6,3000
4001,54,6001
2001,14,4001
10001,85,15000
2001,2,3000
2001,12,4001
2001,27,6001
4001,8,6001
2001,3,4001
2001,4,4001
2001,12,4001
4001,11,6001
8001,23,10001
4001,24,4500
4001,36,6001
4001,20,6001
6001,26,10001
8001,12,10001
4001,12,8001
4001,17,6001
2001,15,4001
2001,13,8001
2001,0,4001
2001,104,4001
2001,9,4001
2001,36,4001
2001,6,4001
4001,131,6001
2001,12,4001
2001,20,4001
2001,5,4001
2001,39,4001
8001,96,10001
2001,44,4001
2001,6,4001
6001,41,8001
4001,34,6001
2001,120,4001
4001,96,6001
4001,35,6001
4001,31,6000
2001,2,4001
4001,76,6001
2001,15,4001
2001,12,4001
4001,43,6001
2001,62,4001
2001,12,4001
2001,2,4001
8001,58,10001
6001,38,8001
2001,27,4001
2001,28,4001
2001,7,4001
8001,25,10001
2001,10,6001
4001,32,6001
2001,8,4001
10001,81,15000
10001,78,15000
6001,81,10001
7000,69,10000
3000,17,4000
5500,38,6000
6000,108,8000
8001,80,10001
2001,6,4001
2001,5,4001
4001,25,8001
4001,12,4500
4001,13,6001
4001,28,6001
2001,5,4001
2001,10,3000
6001,37,8001
2001,12,4001
2001,2,3000
8001,8,10001
6000,125,7000
7500,24,8000
6000,406,7000
4001,48,6001
4001,5,6001
2001,14,4001
4001,3,4500
3300,9,3500
5000,45,6000
6001,88,8001
4001,20,6001
2001,1,4001
8001,62,10001
4001,20,6001
2001,3,8001
2001,4,4001
2001,6,4500
4001,85,6001
6000,0,7000
2001,7,3000
4001,37,4500
4001,8,6000
2001,8,3000
2001,1,3000
2001,24,4001
6001,165,10001
8001,54,10001
2001,3,10001
2001,8,4001
4001,15,6001
4001,33,6001
6001,14,8000
4001,77,6001
2001,14,6001
2001,10,4500
6001,101,10001
2001,95,4001
2001,38,4001
2001,14,4001
2001,2,4001
2001,2,6001
2001,7,4001
4001,41,6001
6001,31,8001
4001,5,8001
6001,14,10001
2001,12,4001
6001,20,8001
4000,13,8000
2001,12,4001
6001,30,8001
8001,47,10001
8000,37,10000
4001,12,6001
2001,38,3000
2001,9,4001
6001,64,8001
4001,18,6001
7000,69,10000
4001,27,6001
3000,21,4000
5000,27,6000
2001,3,4001
7000,69,10000
8000,102,10000
4000,40,6000
4001,21,6001
10001,22,15000
8001,130,10001
10001,46,15000
2001,27,4001
2001,24,4001
2001,20,4001
6001,51,8001
4001,26,6001
8001,84,10001
4001,85,6001
4001,60,6001
4001,19,4500
2001,12,8000
2001,4,4001
2001,19,6001
6001,14,8001
10001,24,15000
8001,14,10001
6001,61,8001
4001,16,6001
6001,27,10001
10001,84,15000
6001,13,8001
4001,15,6001
4001,89,6001
4001,33,6001
6001,91,10001
2001,14,4001
2001,0,4500
4001,19,10001
4001,11,8001
8001,65,10001
4001,15,8001
10001,53,15000
2001,3,4001
4001,56,6001
2001,4,4001
4001,21,8001
10001,237,15000
4001,2,6001
10001,74,15000
4001,18,6001
6001,21,10001
8001,23,10001
6001,6,8001
4001,14,8001
6001,13,10001
8001,26,10001
4001,19,8000
4001,11,8001
6001,18,10000
2001,2,4001
2001,7,6001
10001,63,15000
4001,16,10001
2001,5,4001
2001,0,4001
2001,3,4001
2001,106,4001
4001,99,6001
2001,3,4001
4001,5,6001
4001,12,10001
2001,44,4001
2001,65,8001
4001,52,6001
2001,144,4001
2001,12,4500
2001,2,6001
4001,6,6001
6001,73,8000
2001,24,4001
4001,18,6001
2001,10,6001
4001,6,6000
4001,11,4500
2001,2,4001
4001,15,8001
2001,8,4001
8001,191,15000
4001,28,6001
6001,7,8001
6001,70,8001
4001,49,6001
6001,308,15000
6001,43,8001
6001,27,8001
2001,3,4001
4001,25,6001
4001,31,6001
2001,8,6001
2001,63,4001
2001,7,6001
6001,22,10001
8001,92,10001
2001,17,4001
2001,54,6001
2001,20,4500
2001,34,4001
4001,62,6001
8001,27,10001
4001,65,6001
4001,16,6001
2001,8,4001
8001,194,10001
6001,78,8001
2001,34,4001
4001,104,6001
2001,59,4001
2001,40,4001
2001,29,4001
2001,9,3000
2001,6,4001
8001,22,10001
6001,13,8001
6001,8,8000
2001,7,4001
2001,9,4001
2001,2,4001
6001,22,8001
6001,18,8001
2001,47,4001
4001,38,6001
2001,6,4001
4001,8,6001
2001,11,4001
4001,34,6001
2001,4,4001
2001,2,3000
8001,110,15000
6001,50,10001
2001,14,4001
4001,38,6001
4001,41,10001
2001,13,3000
2001,27,3000
6001,33,8001
4001,65,6001
6001,113,8001
10001,40,15000
2001,1,4500
2001,5,4001
2001,3,6001
8001,16,10001
2001,3,3000
4001,10,6001
2001,24,3000
2001,12,3000
2001,48,3000
4200,60,5999
2001,5,4001
2001,7,2500
2001,12,8000
2001,19,4001
2001,26,4001
2001,4,4001
6001,15,8001
2001,15,4001
4001,44,8001
8001,28,10001
6001,154,10001
4000,13,7000
3500,17,6000
3000,31,3500
4000,11,4500
2001,65,3000
4001,42,4500
4000,11,4500
2001,7,3000
4001,15,6000
4001,10,4500
2001,7,4001
2001,5,3000
4001,21,8001
4001,0,4500
2001,15,4001
10001,54,15000
4001,0,4500
2001,22,4001
2001,2,4001
2001,19,3000
2001,1,4001
2001,12,4001
4001,25,6000
2001,24,4001
2001,4,4001
4001,39,8000
8001,10,15000
8001,88,10001
4001,91,6001
2001,141,4001
8001,31,10001
6001,105,8001
2001,3,4001
8001,123,10001
2001,8,3000
8001,41,10001
2001,35,4001
2001,48,3000
2001,4,6001
4001,16,6001
2001,8,4001
6001,74,8001
6001,92,8001
2001,48,4001
6001,36,8001
2001,18,4001
4001,15,4500
2001,20,6000
4001,6,4500
4001,0,4500
4001,33,6000
4001,12,4500
2001,11,6001
4001,12,4500
4001,5,6000
4001,29,6001
6001,41,8001
2001,12,4001
6001,29,8001
2001,26,8001
4001,60,8001
4001,26,6001
2001,13,4001
6001,58,8001
6001,32,10001
6001,26,8001
4001,29,6001
2001,31,4001
4001,31,6001
6001,36,8001
4001,22,6001
6001,42,8001
4001,30,6001
4001,26,6001
4001,58,6001
4001,22,6001
4001,39,8001
2001,24,6001
6001,36,8001
6001,22,8001
6001,38,8001
8001,27,10001
2001,19,3000
6001,42,8001
6001,29,8001
2001,36,4001
8001,15,10001
8001,83,10001
10001,24,15000
10001,48,15000
10001,49,15000
10001,85,15000
6001,45,8001
8001,18,10001
4001,13,8001
8001,192,10000
6001,23,8001
8001,16,10001
6001,309,10001
6001,38,8001
4001,49,8001
2001,27,4001
2001,2,3000
4001,16,6001
7000,69,10000
13000,275,18000
2001,1,3000
2001,3,4001
4001,70,6001
5500,38,6000
2001,24,3000
2001,10,4001
7000,67,8000
4001,7,4500
2001,6,3000
3500,4,4000
6001,15,8001
2001,8,6001
2001,26,4001
2001,10,4001
4001,15,4500
6000,108,10000
6001,74,8001
8001,41,10001
2001,7,4001
8001,24,10000
4001,9,4500
2001,63,4001
2001,35,4001
2001,20,4500
2001,9,4001
2500,2,3500
2001,71,4001
8001,40,10001
6001,25,8001
2001,13,4001
2001,82,3000
2001,6,4001
2001,11,3000
2001,12,4500
6001,41,8001
6001,69,10001
4000,20,5000
6000,37,8000
4001,16,4500
2001,22,4001
2001,4,3000
4001,214,10001
4001,13,6001
2001,10,4001
3000,30,3500
4001,34,4500
2001,9,3000
2001,47,3000
6001,82,8001
6001,12,8000
8001,14,10001
4001,3,4500
7000,69,10000
4001,32,4500
7000,67,8000
4001,35,6001
2001,7,4001
8000,40,14999
2001,2,4001
4001,10,6001
4001,36,6001
4001,54,6001
2001,6,4001
6001,15,10000
2001,25,4001
4001,5,6001
2001,9,4001
6001,24,8001
2001,57,4001
2001,19,4001
2001,5,6001
2001,84,6001
4001,64,6001
4001,31,8001
2001,51,4001
2001,3,4001
2001,3,4500
4001,16,8001
6001,40,8001
2001,12,4001
4001,80,6001
2001,3,4001
2001,4,4001
2001,38,4001
2001,2,4001
2001,41,3000
2001,15,4001
2001,8,4001
6001,1,8000
2001,8,2100
6001,8,10001
4001,48,4500
6001,21,8001
2001,22,4001
2001,12,4001
2001,9,4001
4001,5,4500
2001,13,6001
4001,24,8001
4001,6,6001
2001,2,4001
2001,49,4001
6001,12,8001
2001,12,4001
6001,34,8001
4001,4,10001
2001,35,3000
4001,10,8001
4001,47,6001
6001,18,8001
2001,10,4001
8001,39,10001
8001,14,10001
2001,3,4001
6001,23,8001
4001,28,6001
4001,27,6001
4001,13,8001
6001,34,8001
2001,27,4001
4001,11,6001
6001,87,8001
6001,71,10001
4001,23,7000
6001,16,8001
6001,121,8001
2001,36,6001
4001,49,6001
4001,42,6001
2001,13,3000
8001,150,10001
2001,20,4001
2001,5,3000
2001,21,4001
2001,14,4001
2001,5,4001
2001,7,4001
6001,25,8000
4001,2,4500
2001,3,3000
6001,14,8001
6001,11,8001
2001,6,6001
8001,53,10001
6001,27,8001
4001,5,4500
4001,85,8001
8001,17,10000
4001,40,6001
4001,27,6001
8001,105,10001
2001,17,4001
4001,7,4500
4001,3,6001
4001,8,6001
2001,5,4001
2001,14,4001
2001,1,4001
6001,43,10001
4001,6,4500
2001,9,4001
2001,3,4001
4001,46,6001
4001,10,4500
4001,11,6000
4001,36,5500
4001,100,6001
6001,77,7000
2001,12,4500
4001,52,15000
4001,16,6001
4001,12,6001
4001,29,8001
4001,38,8001
4001,7,8001
4001,10,8001
2001,23,4500
8001,31,10001
4001,15,8001
4001,17,8001
8001,14,10001
4001,13,5000
4001,13,6001
2001,16,4001
2001,42,4001
2001,32,4001
2001,17,4001
4001,12,8001
2001,31,4001
4001,104,6001
2001,2,4001
4001,6,8001
2001,7,4001
2001,4,4001
4001,56,6001
2001,2,3000
2001,6,4000
2001,46,4001
4001,13,4500
4001,8,4500
4001,6,6001
4001,20,6001
4001,53,6001
4001,4,6001
2001,28,4001
4001,15,6001
2001,19,4001
2001,49,4001
2001,10,4001
8001,8,10001
2001,6,4001
2001,13,3000
2001,6,4001
2001,2,4001
4001,18,6001
2001,55,4001
2001,7,4001
2001,4,4001
2001,5,4001
2001,46,4001
10001,28,15000
6001,151,8001
6001,56,10001
6001,21,8001
2001,18,10001
6000,53,10000
2001,1,4001
2001,47,4001
4001,12,4500
4001,12,4500
4001,18,6000
2001,1,3000
2001,5,6000
4001,16,6001
2001,2,4500
4001,7,4500
4001,0,4500
2001,50,4001
2001,5,3500
8001,14,10001
2001,3,4001
6001,14,8001
4001,17,10001
2001,5,4001
6001,24,8001
4001,133,6001
8001,14,10001
4001,32,6001
6001,40,8001
2001,9,4001
6001,12,8001
2001,9,4001
8001,29,10001
2001,2,4001
2001,3,4001
2001,61,4001
4001,54,6001
2001,10,3000
4001,22,6001
2001,72,4001
6001,31,8001
4001,11,6001
2001,15,4001
4001,25,10000
4001,16,6001
10001,56,15000
6001,23,8001
8001,43,10001
2001,12,6000
4001,29,6000
4001,52,8001
4001,133,6001
8001,94,10001
2001,80,4001
4001,19,6001
4001,28,6001
2001,4,4001
2001,5,4001
2001,13,6001
4001,54,6001
4001,16,6001
4001,57,6001
8001,43,10001
4001,11,6001
8001,16,9000
6001,11,10000
4001,14,6001
4001,25,6001
2001,45,4001
4001,21,6001
2001,5,6000
6001,170,8001
4001,5,8001
4001,10,6001
2001,26,6001
2001,10,4001
8001,14,10000
2001,52,4001
2001,31,4001
2001,6,4001
10001,157,15000
4001,8,6001
2001,12,4001
4001,18,6001
2001,8,4001
2001,6,3000
2001,5,3000
4001,15,6001
4001,7,4500
8001,57,10001
4001,30,6001
2001,3,4001
2001,4,5000
6001,10,8001
2001,30,6001
6001,49,8001
4001,40,6001
4001,10,6001
4001,39,6001
6001,15,8001
6001,26,10001
4001,7,6001
8001,13,10001
6001,6,8000
2001,26,4001
6001,30,8001
2001,24,8000
6001,19,8001
2001,60,6000
8001,18,10000
6001,7,8001
6001,27,8001
4001,16,6001
6001,19,10001
2001,24,6001
4001,16,6001
2001,86,4001
6001,99,8001
6001,62,8001
2001,11,6001
2001,2,8001
4001,16,6001
10001,30,15000
2001,2,6001
2001,25,8001
4001,17,6000
2001,38,6001
2001,37,4001
2001,3,4001
2001,24,4001
4001,40,6001
4001,63,8001
6001,41,10001
4001,39,10001
8001,43,10001
4001,40,6001
8001,51,10001
4001,5,5500
2001,18,4001
2001,10,4001
2001,5,4001
4001,30,6000
4001,4,6000
4001,12,6000
4001,32,8000
4001,132,6001
6001,100,10001
4001,11,6000
6001,13,8001
2001,8,6001
4001,8,4500
4001,13,4500
2001,11,3000
4001,9,8000
2001,10,3000
6001,28,8001
4001,20,8001
6001,18,8000
4001,5,6001
2001,11,4001
2001,4,4001
2001,17,4001
2001,27,4001
4001,37,6001
4001,9,6000
7000,50,15000
6001,91,10001
2001,3,4500
2001,1,4500
2001,2,6001
6001,28,8001
4001,58,10001
2001,4,4001
4001,32,6001
6001,91,8001
2001,14,4001
10001,138,15000
2001,9,4500
2001,12,4001
2001,48,4001
2001,13,3000
4001,14,6000
2001,3,3000
2001,16,6001
4001,50,8001
4001,25,8001
2001,3,8000
4001,38,6001
6001,6,8000
4001,22,6001
2001,38,4001
4001,53,6000
2001,6,4500
2001,3,4001
4001,354,6001
2001,6,4001
4001,30,4500
2001,6,4001
4001,25,8000
2001,9,4001
4001,15,7500
2001,1,4001
6001,17,8001
8001,16,10001
2001,70,4001
2001,29,4001
4001,13,6001
2001,14,4500
4001,9,4500
2001,41,4001
4001,12,6001
4001,63,6001
4001,26,6001
2001,63,4001
2001,10,4001
4001,23,6001
2001,49,4001
6001,40,8000
6001,175,10001
2001,38,4001
2001,21,4001
4001,10,6000
2001,24,4001
4001,44,6001
6001,43,8001
2001,4,4001
4001,12,6001
6001,15,8001
2001,97,6001
6001,4,8001
6001,4,8001
2001,12,4001
2001,15,4500
2001,3,6001
4001,21,6001
6001,54,8001
2001,169,4001
4001,42,6001
2001,4,4001
2001,47,4001
2001,11,8000
4001,2,6001
4001,87,6001
2001,17,4001
4001,4,6001
6001,28,10000
4001,20,6000
4001,18,8001
6001,25,10000
8001,27,10000
4001,4,4500
2001,11,6000
2001,11,6000
4001,21,8000
4001,23,10000
4001,125,6001
4001,15,8000
8001,66,10001
6001,18,10000
2001,78,4001
6001,24,10000
4001,6,6000
2001,1,4001
2001,9,3000
6001,68,10001
2001,22,4001
8001,49,10001
4001,34,6001
8001,99,10001
10001,175,15000
4001,11,6001
4001,27,10001
8001,140,10001
10001,84,15000
6001,25,8001
8001,28,10001
2001,6,6001
2001,11,4001
4001,17,8001
4001,14,6001
4001,12,6000
2001,5,4500
8001,15,10001
2800,48,4500
4001,194,10000
6001,16,8000
8001,17,10000
4001,4,4500
2001,3,6000
6001,20,8000
6001,11,10000
4001,27,6000
8001,15,10001
4001,35,6001
6001,49,8001
6001,34,10001
6001,20,8001
8001,23,10000
4001,24,6000
4001,18,8500
4001,3,4500
4001,18,8001
4001,16,8000
4001,18,8001
6001,27,8001
2001,39,4001
2001,24,6001
6001,280,15000
4001,13,4500
6001,24,8001
4001,3,4500
4001,12,4500
4001,12,8000
6001,17,8001
4001,13,4500
8001,26,10001
6001,24,8001
4001,11,6000
4001,19,6000
4001,22,6001
2001,12,4500
8001,43,10001
2001,4,6000
4001,51,4500
4500,15,5000
6001,25,8000
2001,5,4500
8001,18,10000
4001,12,8000
8001,27,10001
4001,14,6001
6001,64,8001
2001,125,6000
2001,5,8000
4001,19,8000
8001,12,10000
8001,58,10001
8001,36,10001
8001,17,10001
6001,40,8001
6001,12,8000
2001,127,6000
4001,24,8000
6001,26,8001
6001,62,8001
6001,27,8001
2001,5,6001
6001,18,8001
6001,28,8001
6001,27,10001
6001,31,8001
4001,11,6001
2001,16,6001
4001,3,8001
2001,5,4500
4001,13,6001
4001,45,6001
8001,38,10001
4001,67,6001
10001,66,15000
6001,70,8001
8001,126,10001
8001,72,10001
4001,14,8000
6001,112,15000
6001,24,10001
4001,15,6000
2001,7,4001
8001,79,15000
10001,139,15000
8001,99,10001
6001,22,8000
4001,20,6001
4001,14,6001
2001,6,8001
8001,35,15000
8001,26,10000
8001,36,10001
6001,26,8001
8001,51,9000
6001,136,10001
2001,34,4001
2001,185,8001
6001,27,8000
6001,15,10001
7000,13,8000
8001,14,10001
8001,349,10001
4001,6,6001
6001,55,8001
2001,42,4001
8001,96,10001
8001,85,10001
10001,93,15000
6001,27,8001
4001,14,6001
4001,105,6001
